en_sentence	de_sentence	fr_sentence	multi	binary
Now, I really think this is a good place to start looking.	Ich glaube, das ist ein guter Ort, um mit der Suche zu beginnen.	Je crois vraiment que c'est là qu'il faut chercher.	2	1
I'm going to take this directly to Johnson.	Ich gehe damit direkt zu Johnson.	Je vais informer Johnson immédiatement.	2,5	1
We aren't planning to build a toy, Johnson.	Wir wollen ja auch kein Spielzeug bauen, Johnson.	Nous ne construisons pas un jouet.	1	0
Faxx knows what she's doing.	- Faxx weiß, was sie macht.	- J'ai confiance en Faxx.	8	1
You must know how important that is to us.	Sie wissen, wie wichtig das für uns ist.	Vous savez que c'est capital.	4	0
It's time to update the program and I would like to hear from each one of you.	Das Programm ist nun zu aktualisieren. Also, ich würde gern Ihre Meinung hören.	Nous devons mettre à jour ce programme, et j'aimerais avoir l'avis de chacun de vous.	2	1
We're getting a lot of heat from parents' groups.	Tja, wir hören viele Klagen von Elterngruppen.	On est harcelés par les associations de parents.	4,7	0
He could speak out on environmental issues.	- Er könnte was zur Umwelt sagen.	- Il pourrait défendre l'environnement.	2	1
- Don't resist us.	Wehren Sie sich nicht.	Ne résiste pas.	1,2	0
Do what?	Wozu?	Faire quoi ?	3,7	0
It's a glitch in your system.	Ein Fehler in Ihrem System. Alex Murphy ist tot.	Un pépin dans ton système. Alex Murphy est mort.	7	None
Respond.	Antworten Sie.	Réponds.	1	0
What are you?	Was sind Sie?	Tu es quoi ?	2	1
You're free.	Sie sind frei.	Tu es libre.	5	1
Thank you for asking.	Danke für die Nachfrage.	C'est gentil de demander.	5,7,8	1
He sounds terrific.	- Er klingt toll.	- Il est en pleine forme.	2,5	1
I think we should talk.	Ich glaube, wir müssen uns unterhalten.	Je crois qu'on devrait discuter.	4	0
Though you may think you're having fun now you only hurt the one you love.	Obwohl ihr vielleicht denkt, dass ihr jetzt Spaß habt tut ihr nur denjenigen weh, die ihr liebt.	Vous trouvez peut-être ça amusant, mais vous faites de la peine à ceux que vous aimez.	6	0
We should set an example, Anne.	Wir sollten Vorbild sein, Anne.	Nous devons montrer l'exemple, Anne.	2	1
I'm fine.	Mit mir ist alles in Ordnung.	Je vais très bien.	2,5	1
Go fuck a refrigerator, pecker neck!	Verpiss dich, Penner!	Va te faire mettre, tête de nœud !	1	0
You're nuts!	Du bist ja bekloppt!	T'es cinglé !	4,7	0
They screwed him up.	- Sie haben ihn versaubeutelt.	- Ils l'ont foutu en l'air.	6	0
He must be going out of his mind.	- Er muss ja durchdrehen dabei.	- Ça doit le rendre dingue.	6	0
They put all this nonsense into his brain.	Sie haben ihm all diesen Müll ins Gehirn gestopft.	Ils ont mis toutes ces idioties dans son cerveau.	1	0
Can't be done, not with this equipment.	Geht nicht, nicht mit dieser Ausrüstung.	Impossible, avec cet équipement.	6	0
I can't believe that.	Das glaube ich nicht.	Je ne peux pas croire ça.	7	None
You could run a few thousand volts through him.	Ein paar Tausend Volt würden reichen, wenn seine Isolierung hält.	On peut lui administrer quelques milliers de volts.	1,2	0
I'll get some help!	- Ich hole Hilfe.	- Je vais chercher de l'aide.	4,8	0
- Don't touch him, he's hot!	Nicht anfassen, er ist heiß!	Attention aux décharges !	4,7	0
Cain's bugging me.	Cain ist das Problem.	C'est Cain, mon problème.	1,3	0
Soon we will expand from city to city.	Bald werden wir von Stadt zu Stadt wachsen.	Bientôt, nous nous étendrons de ville en ville.	2	1
We'll offer the opportunity to control every aspect of their emotional lives.	Wir geben unseren Kunden die Chance jeden Aspekt ihres Gefühlslebens zu kontrollieren.	Nous permettrons à nos clients de contrôler chaque aspect de leur vie émotive.	2,8	1
Thank you, Frank.	Danke, Frank.	Merci, Frank.	5	1
Fuck!	Scheiße! Bombe!	Putain ! Une bombe !	1	0
Bomb!	Bombe!	Une bombe !	4	0
Just apply a pint to your body and you're good for hours.	Tragen Sie nur einen halben Liter auf und Sie sind stundenlang sicher.	En appliquant un demi-litre de crème sur votre corps, vous pouvez bronzer des heures durant.	2	1
I must have you.	Ich muss dich haben.	Et je t'aurai.	2	1
I'm not asking permission!	Ich bitte nicht um Erlaubnis.	Je te demande pas ta permission.	1	0
- Damn it, Hob, Cain needs us!	Hob, Cain braucht uns!	Bon sang, Cain a besoin de nous !	1	0
- He'd kill you if he heard you.	- Dafür würde er dich umbringen.	- Il te tuerait s'il t'entendait.	1,4	0
You're gonna get the shakes soon, Angie.	- Bald hast du Entzugserscheinungen.	- Tu vas commencer à trembler.	4	0
You got it bad.	Du sitzt ganz schön drin.	T'es salement accro.	3,6	0
You little bastard.	Du kleiner Fiesling.	Espèce de petit salaud.	1	0
You just do what I tell you from now on, Angie.	Mach einfach von jetzt an, was ich dir sage, Angie.	Tu feras ce que je te dis à partir de maintenant.	1,2	0
I'm afraid we lost our patient.	Wir haben leider den Patienten verloren.	Nous avons perdu notre patient.	6	0
We've got six minutes before the brain's useless.	Wir haben nur sechs Minuten fürs Gehirn.	Dans six minutes, le cerveau sera inutilisable.	2,4	1
Volunteered?	(Chirurgin) Ein Freiwilliger.	Volontaire ?	2	1
Big-hearted guy.	Er hat ein großes Herz. Ja.	Il a du cœur, ce type. Oui.	5,8	1
Showtime.	Die Show beginnt.	Voilà le clou du spectacle.	1,2	0
It's nice and clean in here.	Es ist schön sauber hier.	C'est bien propre, tout ça.	8	1
Easy.	Sachte.	Tout doucement.	5	1
- Excellent.	- Ausgezeichnet.	- Parfait.	2,5	1
Thank you!	Danke, danke.	Merci, merci.	5,8	1
Where does that put us?	Wo stehen wir jetzt, Gilly?	Où en sommes-nous, Gilly ?	2	1
I think the city is saved.	Ich glaube, die Stadt ist gerettet.	Je crois que la ville est sauvée.	2,5,8	1
Now you listen very carefully.	Und jetzt hören Sie sehr gut zu.	Alors maintenant, écoutez-moi très attentivement.	1	0
It's no bluff.	Das ist kein Bluff.	C'est pas du bluff.	8	1
Someone's shown up to bail the city out.	Jemand will die Stadt auslösen.	Ils vont renflouer la ville.	7	None
If the city can pay, we'll be humiliated.	- Wenn die Stadt zahlt, stehen wir blöd da.	- Si la ville peut payer, on sera humiliés.	2,4,6	0
It's worse than that.	- Ich glaube, es ist schlimmer, Sir.	- C'est encore pire que ça.	6	0
We certainly have the surveillance capabilities to follow the mayor.	Wir haben die Kapazitäten, um den Bürgermeister zu beobachten.	Nous avons les moyens nécessaires pour faire suivre le maire.	8	1
As I said, sir it all depends how far we're willing to go.	Wie gesagt, es hängt alles davon ab, wie weit wir gehen wollen.	Comme je disais, tout dépend jusqu'où nous sommes prêts à aller.	1	0
You've gone too far!	- Sie sind zu weit gegangen!	- Vous dépassez les bornes !	7	None
But you do remember this, don't you?	Aber Sie erinnern sich an das, oder?	Mais tu te souviens de ça, hein ?	1	0
All the Nuke you'll ever need.	So viel Nuke, wie Sie brauchen.	On a tout le nuke que tu veux.	2,4	1
Good boy.	Braver Junge.	Tu es un bon petit.	5,8	1
Gentlemen?	Meine Herren?	Messieurs ? Alors ?	2	1
- Don't you guys think that'll do it?	- Meinen Sie nicht, dass das reicht? - Doch.	- Ça suffira, n'est-ce pas ? - Oui.	4	0
He's got it all worked out.	Er hat an alles gedacht.	Il a pensé à tout.	5	1
So leave us alone and anybody who wants it gets it.	Also lassen Sie uns in Frieden, und jeder, der es will, kriegt es.	Alors fichez-nous la paix, et ceux qui en veulent en auront.	1	0
So no more crimes.	Keine Verbrechen mehr.	Plus de crimes.	5	1
You get to be the mayor who cleaned up Detroit.	Sie werden der Bürgermeister sein, der das geschafft hat.	Vous serez le maire qui a nettoyé Detroit.	2,5	1
Don't you think he's got a point?	- Meinen Sie nicht, dass das was hat?	- Vous ne trouvez pas qu'il a raison ?	2,4,8	1
- I'm cold.	- Mir ist kalt.	- J'ai froid.	6	0
Don't leave me.	Lassen Sie mich nicht allein.	Ne me laisse pas tout seul.	6	0
I won't leave you.	Ich lasse dich nicht allein.	Je ne te laisserai pas seul.	2,8	1
Bigger than you.	Größer als Sie.	Encore plus costaud que toi.	1,3	0
Thirteen dead in what appears to be a Nuke money massacre.	(TV) Ein Massaker im Zusammenhang mit Drogengeldern hat 13 Tote gefordert.	13 personnes ont péri dans un massacre lié à l'argent du nuke.	4	0
Was the city trying to strike a deal with the drug lords?	Hat die Stadt mit den Drogenbaronen verhandelt?	Le maire allait-il pactiser avec le diable ?	1,4,7	0
But, Mr. Mayor, what about...?	- Aber Herr Bürgermeister...	- Mais monsieur le maire...	4	0
No more questions.	Keine weiteren Fragen.	Plus de questions.	1	0
Our own Mayor Kuzak.	(TV-Moderator) Bürgermeister Kuzak.	Notre propre maire.	2,8	1
And here it is, the Civic Centrum, OCP's 100-story gift to the Motor City.	(Jess) Hier ist das Bürgerzentrum, OCPs 100-stöckiges Geschenk an die Stadt.	Nous voici au Centre Administratif offert par l'OCP à la ville de l'automobile.	8	1
This magnificent structure will be the seat of leadership for the new Detroit.	Dieses schöne Gebäude ist ab jetzt Sitz der Führung des neuen Detroit.	Cet édifice sera le siège de la direction du nouveau Detroit.	2,5	1
And so, people of the press city officials in a few minutes Omni Consumer Products and the troubled city of Detroit will join in a bold new venture.	Und so, liebe Vertreter der Presse, Beamte der Stadtverwaltung schließen sich Omni Consumer Products und die sorgengeplagte Stadt Detroit in wenigen Minuten zu einem kühnen Unterfangen zusammen.	Ainsi, mesdames et messieurs de la presse, fonctionnaires de la ville, dans un instant, l'Omni Consumer Products et la ville agitée de Detroit vont s'engager ensemble dans une entreprise audacieuse.	2	1
And a special welcome to Mayor Kuzak and the outgoing administration.	Begrüßen wir Bürgermeister Kuzak und den aus dem Amt scheidenden Stadtrat.	J'adresse un salut particulier au maire M. Kuzak et à la municipalité sortante.	2	1
We're going to raise towers of glass and steel.	Wir errichten Türme aus Glas und Stahl.	Nous élèverons des tours de verre et d'acier.	2	1
Every citizen will have a living unit, safe, secure, and clean.	Jeder Bürger hat eine Wohneinheit, sicher, geschützt und sauber.	Chaque habitant aura un logement protégé, sûr et propre.	8	1
Don't be nostalgic.	- Seien Sie nicht sentimental.	- Ne soyez pas nostalgique.	1	0
And they won't let you get away with this.	Die werden Ihnen das nicht durchgehen lassen.	Et ils ne vous laisseront pas faire.	2	1
And now we need a law enforcement unit able to meet the enemy on his own ground and carrying enough firepower to get the job done.	Wir brauchen eine Gesetzesvollzugseinheit die sich dem Feind auf seinem Boden stellt und genug Feuerkraft hat, um diese Arbeit zu erledigen.	Il nous faut à présent une force de police capable d'affronter l'ennemi chez lui, et dotée d'un armement suffisant pour accomplir sa tâche.	4	0
Ladies and gentlemen with great pleasure I give you Robocop 2.	Meine Damen und Herren es ist mir ein Vergnügen Ihnen RoboCop 2 zu präsentieren.	Mesdames et messieurs, j'ai le grand plaisir de vous offrir RoboCop 2.	5	1
Sent what?	- Was geschickt?	- Envoyé quoi ?	4	0
A hundred of these are produced every day and sent to sweatshops where urban slaves prepare this poison for our friends, our loved ones, our children.	Einhundert davon werden jeden Tag produziert und in Klitschen geschickt, wo städtische Sklaven dieses Gift für Leute, die uns lieb sind, zubereiten.	Il s'en produit une centaine par jour, dans des ateliers clandestins où des esclaves préparent ce poison pour des êtres chers, nos amis, nos enfants.	1,3	0
- It's nothing.	- Nichts.	- Rien.	6	0
- Turn him off.	- Schalten Sie ihn ab.	- Éteins-le.	1,2	0
You!	Sie!	Toi !	1,3	0
That thing is a killer!	Das Ding ist ein Mörder!	Ce truc est un tueur !	1	0
This could look bad for OCP, Johnson.	Das könnte für OCP schlecht aussehen, Johnson.	Ça pourrait nuire à l'image de l'OCP.	4	0
Scramble the best spin team we have.	Da muss unser Team zur Schadensbegrenzung ran.	Inventez vite une version officielle.	2,5	1
Get down!	Runter!	Descendez de là !	4	0
I gotta get back.	- Ich muss zurück.	- Je dois reculer.	4	0
There won't be trouble from the dead.	- Die Toten machen keinen Ärger mehr.	- On n'a rien à craindre des morts.	1	0
- Well we're looking at major indictments, sir.	- Die werden schwerwiegend werden.	- On risque des accusations graves.	4	0
- You know we'll do whatever we can.	- Wir tun, was wir können.	- On fera tout notre possible.	2,5,8	1
Thank God you're all right.	Zum Glück geht es dir gut.	Dieu merci, tu n'as rien.	2,4,5,7	1
I failed you.	- Ich habe versagt.	- Je t'ai laissé tomber.	6	0
Don't be hard on yourself.	- Werfen Sie sich nichts vor.	- Tu es trop dure.	5,6,8	1
Just look at what they've done.	Sehen Sie sich an, was die getan haben.	Regardez ce carnage.	3	0
That son of a bitch is getting away with it.	Der Arsch kommt ungeschoren davon.	Ce salaud va s'en tirer.	1,7	0
David, are you okay?	- Was ist los? - Nichts.	David, ça va?	4	0
I'm a little tense about the exam tomorrow.	Warum tust du dir das an?	J'ai le trac pour l'examen de demain.	2,4	1
-Let's get rolling, man.	- Warum eigentlich nicht?	On y va.	2	1
-Morales is two minutes late.	- Hauen wir ab. Mach dir die Hände nicht schmutzig, Angel Blanco.	Morales a 2 minutes de retard.	1	0
-You're late, maricón.	- Nicht nach meiner Uhr. - Besorg dir eine bessere, Loco.	Tu es en retard, maricón.	1,5	0
A little early for Christmas shopping, ain't it?	- Wer ist vorne in der Kabine?	Un peu tôt pour les achats de Noël, non?	5	1
"And ""m the tooth fairy."	Noch mal. Niemand, Mann.	Et moi, je suis la bonne fée.	3	0
Later, you fucker!	Bis später, du Wichser!	Une autre fois, connard!	1,3	0
Pleasure meeting you.	- Hallo, David.	Enchanté.	5	1
Let him back in, Nick, now.	- Sie verarschen mich. Lassen Sie ihn wieder rein, Nick.	Fais-le rentrer. Tout de suite.	1	0
Don't mind Pulovski.	So ist Pulovski.	Fais pas attention à Pulovski.	1	0
He's an asshole, but you'll get used to him after a while.	Er ist ein Arschloch, aber daran gewöhnen Sie sich.	C'est un chieur, mais tu t'y feras avec le temps.	7,8	None
-So that's what those things are for.	Bitte hier entlang, meine Herren.	Alors c'est à ça que ça sert?	7	None
Don't I know you from somewhere?	- Meine Leute sind cool, Mann.	On ne s'est pas déjà rencontrés?	3	0
-Just a man with a poor taste in beers.	- Jemand mit schlechtem Geschmack.	Un homme qui n'y connaît rien en bières.	3	0
What's the deal here?	Ich hole Ihnen einen Aschenbecher.	Ca veut dire?	1	0
Jesus, I wondered who ate these damn things.	Wer isst dieses Zeug bloß?	Je me demandais qui bouffait ces saloperies.	3,7	0
It's the son of a bitch who painted this car, that's who.	Wissen Sie, wer ein echter Krimineller ist, Ackerman?	Le fils de pute qui a peint cette voiture.	3	0
Now listen to me.	Lassen Sie sie raus.	Ecoute-moi.	1	0
They aren't moving.	- Keine verdammte Ahnung. Sehen wir uns das mal an.	Lls bougent pas.	1	0
This thing isn't here for decoration.	- Hey Mann, die haben mich angerufen. - Das ist Unsinn, und das weißt du.	C'est pas là pour la décoration.	1	0
If you think about getting cute I'll blow that shit you call brains all over my partner here.	Du bist spät dran.	Si tu veux faire le malin... j'éclate ta merde de cervelle sur mon équipier.	1,2,3	0
Lousy bitch.	Ich hole mir Strom.	La salope!	1,3	0
A man's gotta live up to his word.	Ein Mann muss zu seinem Wort stehen.	Un homme doit tenir parole.	2,6,8	1
Where'd you get that?	Von Ihnen zu Hause.	Où as-tu eu ça?	2	1
Well, you're so good at fixing things maybe you'll fix me a light.	Wenn Sie schon so ein Schlaumeier sind, vielleicht haben Sie dann mal Feuer?	Puisque tu es si bon pour bricoler, tu peux me bricoler du feu?	8	1
He got kicked upstairs.	Haben Sie ein Problem damit?	Coup de piston.	7	None
-You got that?	- Verstanden.	C'est vu?	1	0
-My nightmares is more like it.	Ich habe Albträume wegen Ihnen.	Mes cauchemars, plutôt.	1	0
I ran a make on that guy we've been seeing all over town.	Ich habe diesen Typen überprüft. Scheint so, als wäre er...	J'ai fait un tapissage, pour ce mec...	2	1
Better than yours.	Besser als ihre.	Meilleures que toi.	1,3	0
Keep it.	Behalten Sie es.	Garde-le.	1	0
Why the hell not?	Warum zum Teufel nicht?	Pourquoi pas?	1	0
I'll do that.	- Davor haben sie Respekt.	- C'est comme ça.	2	1
Hello again.	Freut mich sehr.	Enchanté.	5	1
- I love you.	- Ich liebe dich.	Moi, je t'aime.	5,8	1
-What's the matter?	- Was ist?	Je reviens du parc.	2,7	1
You were right.	Du hattest recht.	Tu avais raison.	7	None
Hey, look.	Hör mal zu.	Écoute-moi bien.	1	0
